acno,accession,cultivar_name,sd_moved,sd_new,e_locality,cmt,sd_unique,site,ivt,whynull,origin_country,origin_province,origin_city,collector,breeder,loc1,loc2,loc3,loc4,location_field,location_greenhouse,distribute,status,alive,statcmt,plant_type,taxno,sitecmt,acp,e_pedigree,e_genus,e_species,e_subspecies,e_habita,e_cmt,e_quant,e_units,e_cform,e_plants_collected,e_released,e_datefmt,e_lath,e_latd,e_latm,e_lonh,e_lond,e_lonm,e_lons,e_lats,e_elev,family,e_breeder_or_collector,m_transfer_history,e_origin_institute,e_origin_address1,e_origin_address2,e_origin_postal_code,e_date_collected,acimpt,uniform
102938,MAL0671,KSC 6,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102939,MAL0672,KSC 7,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102940,MAL0673,KSC 8,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102941,MAL0674,KSC 9,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,O Cooler,,,,O Cooler,,TRUE,LOW,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102912,MAL0675,KSC 10,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102913,MAL0676,KSC 11,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102914,MAL0677,KSC 12,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102915,MAL0678,KSC 13,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102917,MAL0679,KSC 14,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102918,MAL0680,KSC 15,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102919,MAL0681,KSC 16,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102920,MAL0682,KSC 17,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102921,MAL0683,KSC 18,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102922,MAL0684,KSC 19,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102924,MAL0685,KSC 20,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102925,MAL0686,KSC 21,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102926,MAL0687,KSC 22,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102927,MAL0688,KSC 23,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102928,MAL0689,KSC 24,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102929,MAL0690,KSC 25,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102930,MAL0691,KSC 26,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102931,MAL0692,KSC 27,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102932,MAL0693,KSC 28,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F C Wedge,,,Main C & C Wedge,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102933,MAL0694,KSC 29,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
102935,MAL0695,KSC 30,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Beautiful Arcade seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,ROOTSTALK,
103223,MAL0696,Richelieu,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O-521 (complex parentage) x O-541 (complex parentage),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103315,MAL0697,Summerred,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O.P. Summerland seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102757,MAL0698,Crab 1,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102759,MAL0699,Crab 3,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102761,MAL0700,Crab 5,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102762,MAL0701,Crab 6,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102734,MAL0702,Carlos Queen,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,possibly Manitoba x Antonovka,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102908,MAL0703,Kingscourt,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Columbia x Melba,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102862,MAL0704,Harvester,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Silvia x Melba,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103195,MAL0705,Prolific,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Columbia x Wealthy,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103366,MAL0707,Winter Queen,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main D,,,,Main D,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Osman x Wealthy,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102673,MAL0708,Andersen,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Columbia x Melba,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102723,MAL0709,Brookland,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Heyer 12 x Haralson,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102804,MAL0711,Florence,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,unknown,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102769,MAL0712,Dauphin,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,23261,crabapple,CN,O.P. seedling of M. pumila var. niedzwetkyana,Malus,pumila,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102743,MAL0713,Chipman,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Columbia x Melba,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103118,MAL0714,Northland,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,McIntosh x Dolgo,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103235,MAL0715,Rosybrook,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,Trail x Rescue,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102720,MAL0716,Brightness,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Columbia x Wealthy,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102947,MAL0717,Lasiuk #1,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102948,MAL0718,Lasiuk #2,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102702,MAL0719,Belfer chinense X Siberian,FALSE,FALSE,,,FALSE,INACTIVE,PL,EXPIRED,,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103188,MAL0720,Pollasiana,FALSE,FALSE,,,FALSE,INACTIVE,PL,EXPIRED,,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102972,MAL0721,,FALSE,FALSE,,,FALSE,CCG,PL,,,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,23219,,CN,,Malus,baccata,,,,,,,,,,,,,,,,,,,Rosacae,,,,,,,,,
103021,MAL0722,,FALSE,FALSE,,,FALSE,INACTIVE,PL,EXPIRED,UK,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,23278,,CN,probably a hybrid grown in England but originated from China,Malus,spectabilis,,,,,,,,,,,,,,,,,,,Rosacae,,,,,,,,,
103095,MAL0723,Moscow Pear X Siberian,FALSE,FALSE,,,FALSE,INACTIVE,PL,EXPIRED,FSR,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102873,MAL0724,Hodgson Crab O.P.,FALSE,FALSE,,,FALSE,CCG,PL,,,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O.P.,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102998,MAL0725,,FALSE,FALSE,,,FALSE,CCG,PL,,CHI,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,23244,,CN,seed from China to Arnold Arboretum,Malus,hupehensis,,,,,,,,,,,,,,,,,,,Rosacae,,,,,,,,,
102973,MAL0726,,FALSE,FALSE,,,FALSE,CCG,PL,,,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,23219,,CN,,Malus,baccata,,,,,,,,,,,,,,,,,,,Rosacae,,,,,,,,,
103202,MAL0727,Quaker Beauty,FALSE,FALSE,,,FALSE,CCG,PL,,,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,O.P.,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102781,MAL0728,Donald Wyman,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102807,MAL0729,Frettingham,FALSE,FALSE,,,FALSE,CCG,PL,,,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102661,MAL0730,Norkent,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,unknown,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102833,MAL0732,Golden Hornet,FALSE,FALSE,,,FALSE,CCG,PL,,United Kingdom,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,M. toringo (M. sieboldii var. zumi cv. Calocarpa  O.P.),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103029,MAL0733,M. X purpurea 'Aldenhamensis',FALSE,FALSE,,,FALSE,CCG,PL,,UK,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,23264,crabapple,CN,chance seedling of M. pumila var. nied. x M. xatrosanguinea,Malus,X purpurea,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103194,MAL0735,Profusion,FALSE,FALSE,,,FALSE,CCG,PL,,NDL,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,M. x purpurea cv. Lemoinei x M. toringo (formerly M. sieboldii),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102952,MAL0739,Lethaleen,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102823,MAL0740,Glendale,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O.P. McIntosh seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103063,MAL0741,McIntosh Redmax,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,F Affleck T5,,,Main C & Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,limb sport of Summerland Red McIntosh,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103054,MAL0743,McIntosh Gallant,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102773,MAL0744,Delicious Hapke,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Starking Limb Sport,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102722,MAL0745,Brock,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Golden Delicious x McIntosh,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102682,MAL0746,Aroma,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,O.P. sdlg. of Florence,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102904,MAL0748,Kim,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Langford Beauty O.P.,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103948,MAL0749,Prolific,FALSE,FALSE,,,FALSE,INACTIVE,PL,,,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,300350,,CN,,Malus,sp.,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103949,MAL0750,Kingscourt,FALSE,FALSE,,,FALSE,INACTIVE,PL,,,,,,,,,,,,,FALSE,NO-ACC,FALSE,,Apple,300350,,CN,,Malus,sp.,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103313,MAL0751,Sumac,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,complex parentage including Vista Bella & Jerseymac,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103236,MAL0753,Rouville,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,52-05-312 (complex parentage) x McIntosh,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103061,MAL0754,McIntosh Marshall,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,bud mutation of McIntosh,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103284,MAL0755,Spartan Summerland Spur,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102763,MAL0756,Crab 7,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102758,MAL0757,Crab 2,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103086,MAL0758,Moira,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,McIntosh x DG 22-81 (complex parentage),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103288,MAL0759,Springtime,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,M. xatrosanguinea x Oekonomierat Echtermeyer,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103362,MAL0760,White Angel,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,unknown chance seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102855,MAL0761,Guiding Star,FALSE,FALSE,,,FALSE,CCG,PL,,USA,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,chance seedling,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103318,MAL0762,Sunrise,FALSE,FALSE,,,FALSE,CCG,PL,,UK,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,10C-10-19 (McIntosh x G. Delicious) x PCF 3-120 (sdlg),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103256,MAL0763,September Ruby,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Rescue x Haralson,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103164,MAL0764,Ottawa-654,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O-522 (complex parentage) x Sandel,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
102960,MAL0765,Loyalist,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,Linda x Yellow Newtown,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103316,MAL0766,Sundog,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,O.P. M. pumila niedzwetzkyana,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103049,MAL0767,McIntosh Alix,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103163,MAL0768,Ottawa-645,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,O-527 (complex parentage) x Lobo,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103153,MAL0769,Ottawa-5412,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,McIntosh x Dg22-81 (complex parentage),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103152,MAL0770,Ottawa-5410,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Affleck T5,,,,Affleck T5,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,McIntosh x Dg20-9 (complex parentage),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103150,MAL0771,Ottawa-533,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,Apple,104681,,CN,McIntosh x R14 T60 (complex parentage),Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
103239,MAL0772,Ruby,FALSE,FALSE,,,FALSE,CCG,PL,,CAN,,,,,F Main C,,,,Main C,,TRUE,AVAIL,TRUE,,apple,104681,crabapple,CN,M. baccata x Wealthy,Malus,domestica,,,,,,,,,,,,,,,,,,,Rosacae,B,,,,,,,,
